GeneName,log2FoldChange,pvalue,padj
TFRC,1.078781728033267,9.89174938405858e-10,6.232579969051327e-9
TMEM54,1.0784371547132097,5.0619355036791195e-11,4.025683198335379e-10
PGAP3,1.0750514638121391,6.597543902821189e-8,3.0106969447378135e-7
NCAPG2,1.0731462860804049,1.8000643955080784e-15,2.9535186284659e-14
CCDC137,1.0721951590353247,2.7182772378703887e-10,1.904973443303483e-9
GALE,1.0691941037278627,3.715927931851231e-8,1.7722543186879754e-7
EPS8L1,1.0685128680558782,1.2567336873242853e-5,3.7444978009367843e-5
SFXN2,1.0675312505657604,2.538240192386114e-10,1.7879252344170319e-9
IFI27,1.0674771022676637,6.168614871236174e-5,1.6236307688731404e-4
LPCAT1,1.067288342597548,2.376051896275568e-12,2.3240833146174554e-11
DDX39A,1.0666163603764813,2.336393281167403e-12,2.2876192870086133e-11
BRI3BP,1.0620033370569355,5.377426432623674e-19,1.4365687971060327e-17
BICDL2,1.0608781461493177,8.205031971731632e-6,2.5375163206239833e-5
NAPRT,1.0602362341501377,1.2257057113333668e-5,3.6599877063572424e-5
ARHGEF16,1.0601390309970327,1.504970223830509e-9,9.158410570968571e-9
ZNF692,1.0589997614778133,1.5061072175159354e-8,7.746700680932017e-8
FBP1,1.0587554447305705,2.2690210394399512e-7,9.323349271032107e-7
GALNT7,1.0575867035185322,3.6845851745964294e-8,1.759050965925753e-7
FHDC1,1.0568744418520544,4.5445712729676564e-11,3.656573455195315e-10
KDM4B,1.0567743675213033,3.528020055530076e-9,2.0131699011229484e-8
REEP6,1.0565706088757671,1.8893230567258493e-4,4.550561420445651e-4
ZBTB42,1.0560255440935713,1.2477146804902686e-13,1.510929049485382e-12
ARNT2,1.0560244781285328,5.1626203649569617e-5,1.379232976078388e-4
SIX1,1.054835920659791,8.567045026160295e-4,0.0018028482802917758
NUDT16L1,1.0543395708683292,4.389111388256011e-14,5.702879188929939e-13
SYNGR2,1.053590129555407,3.208599261781684e-15,5.040961095103087e-14
PPP4C,1.0504718563061584,5.227704369045616e-14,6.710864820877649e-13
MAZ,1.0504509524895183,2.37264967441319e-19,6.729506377428561e-18
PRLR,1.0501255118411914,6.86516776616607e-6,2.153624406906583e-5
SCRIB,1.0496872859971376,2.993913889957691e-11,2.4837344307112336e-10
TOMM40,1.0495596186770046,1.8908635147343844e-10,1.3649138659287616e-9
MTHFD2,1.0492673784674595,2.9366150182412085e-13,3.377458540716414e-12
CCDC24,1.0476241091983567,6.335068187608676e-8,2.897796414075044e-7
H2AZ1,1.0469453475130133,1.1570525675453187e-15,1.9381638391895887e-14
EPCAM,1.0465281173576297,1.7108986302604149e-6,6.005947546533001e-6
CDK5,1.0463671517762063,3.56099027454483e-13,4.032852943433279e-12
SLC7A2,1.04559372310336,7.880825553405533e-4,0.0016753070461197038
SERPINA5,1.0448791404398334,0.001926162843139053,0.0037647145050724953
ASPSCR1,1.0443624326641119,6.8668460332632265e-10,4.476252515920401e-9
KRT10,1.044341895446341,3.5613272331454213e-9,2.030970423884533e-8
CTNND2,1.0439206237294556,2.2814758362855702e-4,5.400073933384343e-4
ATP6V0B,1.0434432683667614,1.693536860235972e-15,2.7882460464330262e-14
SEMA3F,1.041383382190167,8.52851564024784e-11,6.502908634495081e-10
RCC1,1.03853357207541,7.970872027941334e-13,8.375949131000649e-12
TCF19,1.037663850994208,1.0618162863237894e-11,9.461875433737937e-11
TRAF2,1.037338592371162,6.252860399217178e-11,4.899857598897569e-10
CDH11,1.0365880527961921,8.903443994857097e-8,3.9729611679343883e-7
MST1R,1.0330813179351563,2.5744510743944977e-8,1.2694024143745178e-7
FXYD3,1.0326179019878152,1.0289627421950902e-5,3.123926986487462e-5
AQP3,1.0322566920122627,9.77401552579635e-4,0.0020319385790385277
SLC39A6,1.0303536412422818,5.804782796843453e-5,1.5367011726775826e-4
NVL,1.0296274596910955,1.4548634734191942e-19,4.226136645596844e-18
SERINC2,1.0277353498263446,1.1216005299023337e-6,4.094225168948724e-6
PDRG1,1.0270357026149948,6.64625965311866e-15,9.909752275362658e-14
CLDN3,1.026613799543622,4.1706734843496434e-4,9.399491071663685e-4
MRPS12,1.0263132474360024,4.549303328676969e-9,2.5431134596063402e-8
GGCT,1.0251672367551576,6.3882054519279e-10,4.192668629371109e-9
SYCP2,1.0247858679233934,1.4537359215469683e-6,5.1961601805479925e-6
DSN1,1.0243844494691556,5.845727338877115e-16,1.014560800781651e-14
CHPF,1.0242470018931416,9.599045168295767e-11,7.273035405292656e-10
LRRC59,1.0238639150176303,2.340948791534525e-10,1.662350268139177e-9
CELSR2,1.0231301598823936,3.1251386787733134e-6,1.0491692875839877e-5
CGN,1.0224787255359513,1.4193544517667641e-05,4.18733279718984e-5
PRSS8,1.0221631474079156,9.065617035764895e-6,2.7804117320216737e-5
ERMP1,1.0207002755025794,7.422590695304233e-12,6.764759197663526e-11
EZR,1.0206151610394567,6.534946330152688e-14,8.267566969002381e-13
MRPS34,1.0203308191834282,1.7586163941175673e-9,1.0621291852663574e-8
PSMG3,1.020071965566557,4.5349262131105275e-11,3.6518689731204124e-10
TMC6,1.016655579060295,1.1485737329654448e-10,8.627762845674024e-10
PGAP6,1.01626425297406,2.506612401404939e-15,4.0035013686891174e-14
SLC35A2,1.0147059289797824,6.717303598087869e-23,3.0180782287670495e-21
MZT2B,1.0146455334914946,2.248653588266719e-6,7.738297870860596e-6
PHKG2,1.0146110804498933,1.5305371681267353e-14,2.1546288245298036e-13
NACC1,1.013892857619839,3.7870829939884643e-13,4.273803167511629e-12
CDCA4,1.0137089462033557,5.550174717836525e-15,8.364409077115704e-14
GMDS,1.0135039147741631,2.5918976285217834e-10,1.8203868296739917e-9
CDYL2,1.013455245259779,8.8397762316545e-10,5.643721677779417e-9
STRBP,1.0131186983813556,8.527711835941954e-20,2.562310915705684e-18
AP1S1,1.0123822669239713,8.472939822377474e-17,1.7444821497250409e-15
PAICS,1.0120704046919347,6.52165162861284e-16,1.1237577134249544e-14
CTPS1,1.0120347846172002,3.5924462288255397e-11,2.9371913682106776e-10
ARFGAP1,1.0117948473143241,2.389196477007992e-11,2.0186400814087734e-10
TOX3,1.011452902358478,8.7220626307588e-4,0.0018312769399081966
TIMM17B,1.0113783272388306,5.330708971476141e-12,4.956940692528346e-11
ABHD11,1.011079652385628,1.5172899063332727e-8,7.78481454076543e-8
TRERF1,1.010481356783267,1.1214511887557476e-10,8.430612337675147e-10
CACFD1,1.0104666337200259,2.3605937543817103e-10,1.675063391024365e-9
ABCA12,1.010074792169613,0.010989829278951379,0.01851212482780615
ALYREF,1.0097178265353355,5.315061529384386e-11,4.213051657463386e-10
COL1A2,1.0096385420420393,3.8578931543516704e-5,1.0540961261463856e-4
SPINT2,1.0085665974074145,1.1223303192585242e-7,4.900638519378162e-7
REEP4,1.0079219117204938,4.340030499766512e-12,4.111270271453695e-11
SDF2L1,1.0067384066535008,2.8321321629176047e-6,9.584987943137194e-6
ZNF217,1.0051960724846372,9.908809472928987e-10,6.235157269778286e-9
ARFGEF3,1.0047698263346647,1.516345327984372e-6,5.3918862161870325e-6
ADAM12,1.0040516777499442,1.0811162362195336e-5,3.2688467330977406e-5
ABHD17C,1.0038621042266571,1.9683934671330874e-10,1.4187483648039457e-9
TDRKH,1.003584211055351,1.3577223550525503e-13,1.6277431974850712e-12
GRTP1,1.0034335900782108,2.2971550966805985e-11,1.9460040752937402e-10
TIMM13,1.0026581107203523,9.080148489027354e-8,4.043799338675221e-7
PPAT,1.002593421714597,1.183059756261318e-11,1.0503342157389264e-10
POLR3K,1.001436436612327,1.7649956605915546e-12,1.7604183896875307e-11
SLC27A4,1.0008351183116817,2.290727524304067e-13,2.679482377881217e-12
LEP,-5.353034977191275,3.000314139101908e-28,2.6466073805013616e-26
ADH1B,-5.068140151236983,4.8315406749238666e-29,4.740333019325814e-27
HSPB7,-4.936755556313507,1.8193322014803444e-40,1.2494913655166795e-37
CD300LG,-4.92861245018627,2.51444448139238e-40,1.6117589125725156e-37
CIDEA,-4.823819273796312,8.762661139676874e-25,4.7600557546888785e-23
ALDH1L1,-4.817222431888621,8.661077763687698e-40,4.893348397587171e-37
SLC19A3,-4.815732480908243,8.553343572659739e-36,2.1087281654134204e-33
ADIPOQ,-4.744794170652993,1.1236538974387103e-22,4.823184028514822e-21
ACVR1C,-4.703602940508097,1.5320854619855146e-38,5.6657698911502785e-36
PLIN1,-4.689628161124425,1.635986346947416e-30,2.0166677853717187e-28
FABP4,-4.635247041674129,1.9603759163785973e-28,1.7951442319981156e-26
AQP7,-4.557003360723638,6.865936744813353e-31,8.92107862180816e-29
TRARG1,-4.540707111730548,8.733704532213153e-21,2.8956747957665334e-19
GPD1,-4.531285598758763,7.228188929721504e-30,8.081283320845612e-28
SCARA5,-4.5278474245318545,1.6622732588037582e-36,4.84325981315095e-34
CIDEC,-4.511864430226748,1.0453077309019233e-22,4.527312537217114e-21
RBP4,-4.507408950998413,6.568966264447166e-30,7.43066007443053e-28
VEGFD,-4.454430437231754,8.683786356315343e-43,9.277178423996891e-40
LPL,-4.442235999186204,5.461834162892808e-42,5.251553547621435e-39
KCNIP2,-4.439209677786754,1.9838003103142897e-39,9.08297142079614e-37
TIMP4,-4.423016799949654,1.7676114856138356e-35,3.952461496320239e-33
LYVE1,-4.400720438420039,1.1074739556737523e-48,1.0648362083803129e-44
PLIN4,-4.3965077001534745,2.416304688563482e-27,1.8438706016299905e-25
TMEM132C,-4.368958465414981,5.201939730994017e-26,3.1656107919941442e-24
LGALS12,-4.350274449402578,1.5021663868831915e-27,1.2137251941077215e-25
HBB,-4.3220032830035615,1.8419517504379826e-31,2.530052297208743e-29
HSPB6,-4.315631691538106,3.0515398066477657e-38,1.0478769728899383e-35
ATP1A2,-4.263661934676145,2.929064436284136e-36,8.046558444249134e-34
FHL1,-4.22951766930106,5.713646620628493e-45,1.3734178064335742e-41
PCK1,-4.198065720519115,1.892667488316103e-17,4.267574851572149e-16
OXTR,-4.089048749984752,2.4621973247205856e-38,8.76815825081053e-36
CHRDL1,-4.038906819608293,1.5327989820181544e-31,2.1359220597252979e-29
SMYD1,-4.0272188559565745,1.1962346911994173e-18,3.034774816855514e-17
LIPE,-4.014165982777425,1.4927184672012274e-35,3.500606844424342e-33
CD36,-3.9910274368850067,3.6474627126756504e-27,2.67712625819667e-25
CA3,-3.915537800477586,8.99153126291279e-30,9.93719230952948e-28
GPAM,-3.865666145091488,1.585613954134e-44,2.5409463614997353e-41
PCOLCE2,-3.8572058812663976,5.871796786164619e-23,2.663081419762868e-21
CXCL2,-3.7515879683478737,2.948019965809156e-37,9.448403990418344e-35
CAVIN2,-3.735432882444165,2.7225104649917068e-45,8.725646040298421e-42
GYG2,-3.6870564264263153,1.4384438581434596e-33,2.711889744323405e-31
ITIH5,-3.6753249983056864,7.126975706434028e-42,6.229624674305744e-39
AOC3,-3.6531052189297166,3.153795211588261e-39,1.3184235199748316e-36
BTNL9,-3.6525983318226336,1.3997804464838424e-43,1.9226984275631636e-40
ALB,-3.649684233880201,3.9656494695766793e-19,1.0863167991447228e-17
PDK4,-3.6416481624471926,1.8323026396926614e-39,8.808794940322469e-37
GSTM5,-3.6174332066840438,7.748081249307512e-27,5.437795708911805e-25
PDE3B,-3.6140025066890487,2.59898665830891e-28,2.3354445532373988e-26
G0S2,-3.547258251829002,1.1103037223213437e-23,5.391702166727131e-22
PPP1R1A,-3.5255763950412637,1.3023930019761502e-22,5.540933059292339e-21
GRIA4,-3.5119936213665848,4.805672843338735e-22,1.8556845136024877e-20
MLXIPL,-3.442217428698435,1.9065628348514947e-26,1.2730278928539667e-24
CDO1,-3.434639223359294,1.3120502618969683e-29,1.3564906739934786e-27
ABCA8,-3.432187647304914,1.995774498846485e-27,1.5728993283941762e-25
PAMR1,-3.395770113275712,6.171075418783931e-47,2.966744507580375e-43
CLEC3B,-3.3932589822074894,3.367977395222804e-36,8.995306293074239e-34
GPIHBP1,-3.388321302158206,2.4898987036069062e-36,7.0412870691707075e-34
PTN,-3.3763878698265373,2.439231610306832e-32,3.908868655516698e-30
TNXB,-3.3661145476371397,1.18349341616343e-32,1.9963665256862068e-30
CHL1,-3.361450922888093,7.970154104672825e-37,2.472033281175136e-34
MMRN1,-3.354339989070138,1.3716415310204984e-27,1.1272079761335123e-25
ATOH8,-3.3473671118441333,1.6488446924858804e-39,8.344021956974599e-37
PPARG,-3.3347297814499863,9.160714628868339e-40,4.893348397587171e-37
GPX3,-3.3055732574195202,2.2851870600741712e-27,1.7577658866090525e-25
DPT,-3.2985232802592885,1.0555363370914108e-26,7.197859490165897e-25
ACACB,-3.281626993728539,1.3658696471347185e-34,2.79422056536177e-32
ITGA7,-3.2651546852019826,3.0184494089152876e-33,5.475922842777451e-31
NPR1,-3.2440297133444305,8.319158740585787e-42,6.665725940894363e-39
MAOA,-3.2218134664380758,1.4838369453253426e-27,1.209075612652811e-25
SORBS1,-3.2199187918861836,2.0670589356350638e-35,4.51699356048435e-33
TF,-3.1972237493999156,9.615822132154901e-21,3.166305815091417e-19
SLC16A7,-3.194746120129301,5.22263849131073e-36,1.3214649761566491e-33
CAV1,-3.160540534741817,1.206483077653132e-44,2.320066958326973e-41
KIT,-3.1320464272173436,3.0238045722925623e-27,2.236452381737922e-25
ABCA9,-3.1294869361084197,8.349142717877765e-31,1.056276410952562e-28
FOSB,-3.120799659752787,1.7210480268263603e-21,6.128843251087206e-20
FMO2,-3.1197565573319976,8.841396532861628e-28,7.457019970479346e-26
SYNM,-3.0640007847239725,1.5272822241732298e-28,1.4120017870601542e-26
RSPO3,-3.060688309544535,1.259992843177249e-40,9.31910091319173e-38
MYOM1,-3.0601136544589127,5.848589194207917e-39,2.297924153984433e-36
COL6A6,-3.049832238125803,1.1573410353371143e-24,6.251592165599075e-23
SVEP1,-3.0351839187505,3.339916419096856e-32,5.1795639305832695e-30
CNN1,-3.0233063082880465,1.2236265069400649e-29,1.2928756993657938e-27
CPED1,-2.991158233065961,7.097932880477452e-34,1.3649324929158142e-31
CCL21,-2.977106293250444,1.50867065929779e-20,4.851460999715135e-19
RELN,-2.9737560179834586,5.3258645253776565e-24,2.6670930943492796e-22
PLXNA4,-2.965354888788042,2.8360702388158695e-28,2.5248903098346836e-26
DMD,-2.960054100056997,4.205876279936913e-32,6.318671942436472e-30
MYBPC1,-2.9460357686062912,4.404829104127033e-11,3.556039616807844e-10
MYH11,-2.9426361548802378,4.238306540310401e-28,3.671289854512118e-26
ECRG4,-2.91491102491815,8.090621457879376e-17,1.6729317272582836e-15
SAA1,-2.9101695427249417,2.9621781546819604e-14,3.9447843431117795e-13
LRRN4CL,-2.8985475650767882,3.942288974059111e-27,2.850008156810402e-25
GALNT15,-2.897801577724504,1.208792064116618e-28,1.1284015239302216e-26
MME,-2.8951670634896685,2.391806818032777e-22,9.74458582855303e-21
GHR,-2.8740378782239633,2.646305762958883e-26,1.6962819940566437e-24
FGF2,-2.8679018716993765,1.04522749190266e-26,7.178473096174341e-25
HIF3A,-2.865599495295479,1.2727772641774854e-16,2.5232481226941285e-15
ABCA10,-2.85378689895803,1.7624883780582325e-26,1.1870853185292236e-24
ADAMTS5,-2.852603705532926,3.4013558719619774e-43,4.088004588614302e-40
DGAT2,-2.8508507695481087,3.3696247866103587e-22,1.3278255050515818e-20
EBF1,-2.829077699725026,9.749486649619632e-37,2.9294160667528987e-34
TNS1,-2.8154886679039923,2.664956910247481e-39,1.1647073041831606e-36
SYN2,-2.8152791940816604,2.2409201161768713e-26,1.475784035413741e-24
ENPP2,-2.809983127419771,6.572096310315003e-40,3.949419126479922e-37
CES1,-2.8049666574485332,1.430499393822284e-14,2.025662985508286e-13
PDE2A,-2.8002718641799875,5.965068229252213e-38,1.9777286560089666e-35
COL17A1,-2.8000201265430293,2.7961253277882158e-14,3.739185678259207e-13
ALDH1A2,-2.7849984615238665,3.60723644586321e-29,3.612872752809871e-27
CRYAB,-2.7843374514304817,5.425662599387864e-18,1.2944850097546974e-16
HAS3,-2.775485951613987,1.8106902626604947e-25,1.0455746748168023e-23
MAMDC2,-2.772969261695521,4.7371697231626206e-30,5.55462035222056e-28
IL33,-2.77226999962229,2.8808531411322796e-24,1.481251494758656e-22
PLAC9,-2.7536124192791624,1.8091536447146935e-22,7.497850126694732e-21
LEPR,-2.7481499868373844,2.2464592053216326e-31,3.0422120083334505e-29
HLF,-2.7449941789243977,4.00620630008162e-30,4.814959196910597e-28
IGSF10,-2.735061822161759,6.132589146602004e-21,2.0762269241048687e-19
CAV2,-2.7301231072620062,5.974841794031286e-39,2.297924153984433e-36
SAMD5,-2.725690823425667,3.01729722459738e-20,9.419257407306432e-19
AK5,-2.7209742775327386,2.284318949504038e-19,6.498143993929387e-18
THRSP,-2.7102929143463985,2.079416548239716e-14,2.830979645493642e-13
SEMA3G,-2.70264677174497,3.0057078978088617e-32,4.737685481546263e-30
PDE1C,-2.6913319706531236,1.926097500143169e-24,1.0119905717965338e-22
ANGPTL1,-2.6910390922427108,5.852533973901921e-20,1.8035934025341978e-18
KRT14,-2.6848083572839645,8.026924774863914e-12,7.260478053651602e-11
CADM3,-2.6841495155670465,4.682353828837017e-19,1.2717749170697153e-17
PGM5,-2.6714446119493607,1.0678153124339325e-32,1.8334007551879037e-30
ARHGAP20,-2.6653163856260735,2.3079980585828217e-35,4.931422518505295e-33
CCDC69,-2.662317013297258,1.1802662207759067e-28,1.1125744816431708e-26
TMEM37,-2.658716577787779,1.2395615713088635e-25,7.311892336278972e-24
MEOX2,-2.651690739479312,6.059880791061359e-27,4.284246603386395e-25
ALDH1A1,-2.649566647782865,2.457713308924173e-31,3.2820713146258224e-29
FREM1,-2.6375076907587918,1.5913606213463291e-21,5.752230215881561e-20
MEOX1,-2.6120360849564914,1.5752998888561062e-20,5.032062601777894e-19
CCDC3,-2.5817662314790177,2.1020921259095305e-27,1.6432207959853769e-25
PI16,-2.574725481814437,4.143615509031635e-9,2.332603227127586e-8
IGFBP6,-2.5571220869810483,9.247161133075606e-20,2.769827236589469e-18
PALMD,-2.5232882108376553,6.471111841137422e-30,7.407111946730514e-28
ADAMTS1,-2.520768061847608,2.448027324855407e-33,4.526496678554758e-31
PIGR,-2.4984313721177074,1.271646600653153e-7,5.507604533909939e-7
SRPX,-2.4899722068811716,1.4395378627353254e-29,1.4724634627872505e-27
PID1,-2.4818069535017204,2.1881774128460356e-28,1.9848420589164749e-26
NR4A3,-2.479796694295856,8.74064157742987e-17,1.7957536061322266e-15
KLK7,-2.478615706921015,1.377216642950731e-9,8.445113534420458e-9
JPH2,-2.474996196111284,3.8286925501412257e-25,2.1279120733877392e-23
NTRK2,-2.466800975466394,1.56653965223657e-18,3.922468426107974e-17
CLDN5,-2.452319017630422,2.6669589431555333e-22,1.0774290016151451e-20
SAA2,-2.451453490704124,6.488540420483826e-11,5.072139523817234e-10
EBF3,-2.446593123934727,1.1278168772101965e-28,1.0736593340966375e-26
FAM107A,-2.4444720480383957,4.50300107586801e-16,8.01784358230943e-15
ADH1C,-2.441355492677113,2.546938916347011e-10,1.7927392152764647e-9
ANGPT1,-2.4405701745303463,1.1998050337810959e-18,3.035822473632957e-17
LMOD1,-2.432823973849314,4.063236883953755e-34,7.973065844737828e-32
OGN,-2.4231505565646043,6.834908416236252e-16,1.1735293646805636e-14
EGR1,-2.419513299337478,5.498944521232001e-19,1.464608076776889e-17
SCN4B,-2.4176329493969435,1.5929039269642982e-35,3.6466122042289826e-33
AKAP12,-2.4145097967073275,3.3714325753353387e-25,1.895691474377151e-23
HOXA5,-2.4056480136289964,9.919932200489408e-26,5.961259256731604e-24
ACKR1,-2.3961591801422406,3.3092384054434515e-14,4.388734795632936e-13
FOS,-2.3930516769641073,6.545932543709065e-17,1.3772241008263166e-15
CLDN11,-2.3892165617955055,9.080018304317238e-23,3.9865011870324315e-21
CX3CL1,-2.3842483610092278,8.156989885862941e-20,2.4586036913032034e-18
SPRY2,-2.382848300280746,1.0807657817614183e-35,2.5978907479090093e-33
MMD,-2.378241229695273,6.640280619561565e-21,2.232388047450505e-19
SYNE3,-2.373318214605143,1.613852767653112e-22,6.717400156270421e-21
APOD,-2.3707755902269194,6.014244687530317e-14,7.669358444377189e-13
AOX1,-2.3704657555357915,7.47119452942515e-20,2.273276436722241e-18
MATN2,-2.3690123046707123,1.641782195097945e-21,5.912260601448218e-20
PI15,-2.364183489802538,1.8469153925514937e-10,1.3382133759896467e-9
ADAM33,-2.3615789308544914,5.837664050785895e-20,1.8035934025341978e-18
S100B,-2.3553304825585224,3.3147129249477376e-11,2.726344291990804e-10
ECM2,-2.355236135028579,4.139288548607876e-22,1.6178560729619808e-20
ABCA6,-2.3462898132677785,1.5383367211650909e-21,5.581550027925414e-20
RNF150,-2.342847198130291,7.307870952520274e-24,3.584958122881757e-22
CFD,-2.339783829269855,3.972201151594897e-14,5.210465767064793e-13
GSN,-2.3383741536741027,2.494641794972535e-35,5.214343664926288e-33
PIK3C2G,-2.33532822674828,8.324666989057992e-11,6.357559420158267e-10
ACSL1,-2.331183592991929,1.9621180676831226e-17,4.387387260644936e-16
FAM13A,-2.3233653053988226,5.055596490009694e-36,1.313771898687654e-33
INMT,-2.3098559098066582,8.505424156506286e-23,3.751360241504952e-21
PAK3,-2.3025978484401857,7.361278734998405e-19,1.9077815373857055e-17
NAT8L,-2.296475240398134,1.3083305061046427e-13,1.5744177492110312e-12
ITM2A,-2.2851168573770866,1.0488878474573002e-27,8.769614481132122e-26
KLHL29,-2.2768339573854846,1.2518101460806503e-27,1.0375995305659874e-25
GPC3,-2.275384311603544,7.168459378626792e-13,7.624417801492988e-12
KLF4,-2.270238507349276,3.7514117970777286e-25,2.0970828156338582e-23
SLIT3,-2.2661382597117163,4.575219533948982e-27,3.2828907327551833e-25
ANXA1,-2.2575436730717096,8.548569657627528e-29,8.219449725808868e-27
DDR2,-2.2564114847988948,5.622174740433471e-23,2.5619530866951575e-21
EGR2,-2.2528771709557742,1.9522289733020978e-21,6.926450766900248e-20
TSPAN7,-2.248829704622425,4.030979458196757e-23,1.854443420601044e-21
VIT,-2.2452288404159586,4.010218586915708e-15,6.139848998916326e-14
MTARC1,-2.2295821922794845,1.367422289911707e-17,3.1229846359860004e-16
WDR86,-2.229320428953193,3.172718299364609e-24,1.614057484041837e-22
AKR1C1,-2.223673379003,5.0028053034823205e-9,2.780460866646388e-8
ABCC9,-2.2232910752757893,2.020732686430299e-21,7.14314146324534e-20
PTGS2,-2.2206390959063507,3.3964044640846e-11,2.7887642119704036e-10
TSHZ2,-2.215873520259309,1.765503905872896e-26,1.1870853185292236e-24
NRG1,-2.2127588610643145,3.1017436375947757e-12,2.9883031137749266e-11
CLMP,-2.204743025098642,3.1114673149868147e-24,1.5913169273190545e-22
KCNB1,-2.2014457884121166,1.72761319391968e-11,1.488440937234563e-10
PDZD2,-2.201209458569169,1.1501542017686629e-21,4.2370623180098443e-20
LIFR,-2.199062602232276,3.571249241524852e-28,3.1215964961146775e-26
CORO2B,-2.194280770625151,3.6127913102435297e-26,2.2703914018295125e-24
NRN1,-2.1941514339661854,3.369954938442308e-26,2.1317182061264995e-24
KCNMB1,-2.192823079369167,3.5382074893135875e-19,9.832330927673453e-18
EGFR,-2.186791150064255,6.331747061989596e-21,2.1361315088080689e-19
BBOX1,-2.184377459797708,2.951700283075576e-8,1.4326399910031125e-7
DST,-2.1830816844909933,5.281647820387196e-32,7.812775968157368e-30
ANK2,-2.178475897713804,1.0940541850081055e-20,3.57800373770508e-19
FAM89A,-2.1775168476641587,1.8920112752138104e-15,3.088571886448351e-14
SLC29A4,-2.171520852547724,1.0925026730083927e-15,1.846118313001001e-14
TBX15,-2.162930759899226,2.166315742961266e-19,6.180749515896906e-18
GNG11,-2.1530862916466247,1.6017468970971807e-32,2.6103044772185414e-30
MEDAG,-2.152914155212891,4.062409779143504e-17,8.738270699432839e-16
MFAP4,-2.137888899905466,1.1538314721109516e-16,2.31126866757225e-15
ENTREP1,-2.130788609572336,2.293939443344954e-15,3.669921422256528e-14
PREX2,-2.13007759667332,5.305578246449504e-24,2.6670930943492796e-22
ATF3,-2.1261077732809546,7.996360446511906e-17,1.6605832763112738e-15
SEMA3D,-2.1222381254296314,9.082401111463228e-17,1.8540825198878755e-15
RGS2,-2.120545099783334,8.960245730865849e-17,1.8330375043037265e-15
PKDCC,-2.118596014845498,4.844792973750424e-18,1.1634730266795842e-16
SIK2,-2.113789234745355,2.221900099678403e-29,2.2487967850955625e-27
EDNRB,-2.1023804152100607,1.0137199090972633e-32,1.772166713812761e-30
ZFP36,-2.0937575234889017,9.980127720537891e-20,2.952582401014518e-18
ALDH2,-2.0898380022487895,3.722507768218013e-19,1.0285032238912699e-17
MRAS,-2.089106493964708,5.832192984608273e-25,3.20437345982906e-23
SMIM10L2A,-2.087258661548968,2.248246056315712e-17,4.992352386022072e-16
TP63,-2.0825500429459693,1.9439348590430236e-9,1.1625257703356483e-8
PFKFB3,-2.069386921639924,4.883309965581152e-22,1.8781210127625112e-20
APCDD1,-2.0681727015815348,2.3985848931187557e-25,1.3727615325795736e-23
PLSCR4,-2.065987015621634,1.444587228627992e-32,2.3947769315962317e-30
ZBTB16,-2.0652138057973346,1.030175458620352e-8,5.466411167016934e-8
CACNA2D1,-2.0628169392780284,1.1959341755251486e-18,3.034774816855514e-17
FZD4,-2.0602071051558215,3.065536759900564e-17,6.714153974133012e-16
EDN3,-2.0580867382048744,3.6964448640183415e-5,1.0151761601695617e-4
RBP7,-2.055953630353345,4.4772206840027904e-20,1.3886605444092525e-18
DTX1,-2.055784041390894,1.1805667515938668e-18,3.0109149380835626e-17
GNAI1,-2.0486476891987597,1.1677903003179975e-19,3.4128582788928712e-18
ABCB1,-2.0382994826944536,1.2860308008776147e-21,4.719536698640559e-20
TGFBR2,-2.03773014464824,1.1439491455263503e-29,1.235850678004029e-27
LDB2,-2.0354040817098276,3.5843337946881327e-34,7.179868632484666e-32
MYLK,-2.0339097913766566,2.1871131404171634e-22,8.986791814150012e-21
STAC2,-2.0299479554645656,6.1173373514952055e-6,1.93735832129863e-5
DOCK11,-2.027236206816214,5.247125419190328e-19,1.4131963839079833e-17
SOD3,-2.0202356942519946,7.0958038064732584e-15,1.0545000556296812e-13
ISM1,-2.019862165186929,6.561386497812937e-19,1.7230735687913486e-17
MRGPRF,-2.0088376527008496,4.976655285482757e-21,1.7089478774970254e-19
MCAM,-2.0035688116088224,2.4277681186737158e-26,1.5666436551038779e-24
DUSP1,-2.002729291705351,1.9256223561145534e-19,5.54997552401385e-18
MTURN,-1.9979780545680312,6.425368037545335e-23,2.9004654310327884e-21
SLC27A6,-1.993606038538386,1.4438891446710485e-8,7.447958222109513e-8
NDRG2,-1.9920446292784395,2.2436679104585404e-18,5.560017257489399e-17
MYCT1,-1.9839454667357688,1.406276641401682e-31,1.9884338098642903e-29
FGF1,-1.9790639273629338,4.734496590276832e-25,2.6162175123857325e-23
MOCS1,-1.97072179971341,2.8797379992404867e-24,1.481251494758656e-22
CLIC5,-1.966173052497072,2.2033321101211537e-24,1.1451372020981024e-22
JAM2,-1.965505361340003,9.235590054425507e-31,1.153249329523393e-28
SHE,-1.9648176294406237,2.590512773035505e-27,1.9612425443099513e-25
TMEM220,-1.9616769184393796,1.8089424164950883e-27,1.437436473933907e-25
NR4A1,-1.960113269683459,2.14183061488455e-14,2.90461232187799e-13
RBMS3,-1.957938537450084,3.2404029011854936e-25,1.8355051697644364e-23
PLAAT5,-1.9576180988497807,2.507754299914358e-9,1.467562848063089e-8
PRKAR2B,-1.954417947562186,4.276880080188843e-14,5.572114088213513e-13
CCL28,-1.9463611542039168,3.1750378886975236e-9,1.819714360814361e-8
TGFBR3,-1.944604755153022,5.94037325601449e-15,8.924482633840519e-14
