GeneName,log2FoldChange,pvalue,padj
CDH23,-1.9424164503699,1.3523329854671305e-20,4.378007291335508e-19
ANKRD29,-1.9399020020121502,2.0243962103911407e-20,6.445221709573119e-19
CNTFR,-1.9378165579072213,1.5919711906989147e-7,6.769933901696927e-7
KRT17,-1.9361328909904982,9.4192383432108035e-08,4.1831859893751444e-7
S1PR1,-1.934514905202088,3.666783808150078e-26,2.289358851646948e-24
VWF,-1.922821028229922,1.5490125083489765e-24,8.228594070594149e-23
EPAS1,-1.922534667920895,5.902491914738755e-31,7.77430955619358e-29
SYNPO2,-1.9214456851322532,5.396829824679197e-18,1.290808924484838e-16
GGTA1,-1.9204363954529837,3.28971743478812e-26,2.0947439162574685e-24
DIPK2B,-1.9204295239550768,8.331701689058055e-31,1.056276410952562e-28
EMCN,-1.918614073031107,8.216077103280168e-27,5.724462416524553e-25
KLHL13,-1.9179060742203176,4.5840343065424246e-12,4.3084545315156803e-11
EFEMP1,-1.9155666703978138,2.7062746292696296e-15,4.300963728996279e-14
ANGPTL4,-1.91462548519971,2.1303227674864537e-12,2.0965254257300155e-11
CD34,-1.9127934673269573,1.1615065819379169e-31,1.6668486246765777e-29
COX7A1,-1.9092841850980773,3.384316268360898e-16,6.186349984846014e-15
LIMS2,-1.9043059567272844,7.206803288440316e-32,1.0499002063386916e-29
RCAN1,-1.9033495057890664,2.7308706876465396e-20,8.580824072457999e-19
SOCS3,-1.8974249505193244,9.27756492582619e-15,1.3515725266942246e-13
DENND2A,-1.8947256209036532,1.2195796581103307e-23,5.863129206365415e-22
GNG2,-1.8939165052473614,4.162875944693423e-22,1.6204879436529256e-20
MGLL,-1.8896212554175023,9.139514241266855e-19,2.3559364458386278e-17
FAXDC2,-1.889005521625086,1.895220448904116e-17,4.267574851572149e-16
GPRASP1,-1.881435169577674,1.5188228850943367e-25,8.850595175867908e-24
APOLD1,-1.8774854676992214,1.6920385440141746e-16,3.2603107416225025e-15
FBLN5,-1.8749568427146448,2.1799579945832246e-23,1.0376384216790942e-21
CYYR1,-1.8645129784052963,3.9090986914373005e-32,5.9660291933602614e-30
PDGFD,-1.8626507933206846,7.278164515730993e-28,6.192880691925089e-26
SH3D19,-1.8604630333546315,1.2736111302004852e-29,1.3310620670519202e-27
GYPC,-1.8603931434352394,3.4611079505940125e-22,1.3583082834678136e-20
EGR3,-1.8562850617244144,3.0917383507407537e-10,2.1371002330965022e-9
SLC13A2,-1.8546638189097637,1.3712739404920126e-5,4.0618604244703335e-5
ADGRF5,-1.8498455680324941,2.0953193342378568e-26,1.3894134757722064e-24
EPDR1,-1.8477474440945854,5.633551632668825e-17,1.2010332361000168e-15
AQP1,-1.846281823564619,3.879603096597677e-23,1.8107953288245953e-21
HYCC1,-1.845458648410519,4.907422792274704e-26,3.005405741893075e-24
LHFPL6,-1.8453247445776684,1.6675813618078937e-27,1.336149566148575e-25
MMRN2,-1.8440055514374274,1.0918335705446562e-29,1.1929522478166897e-27
CXCL12,-1.843067648461548,2.0649349186335177e-22,8.521179932472649e-21
FGF10,-1.8386590774912235,1.7544959356031902e-7,7.415155349813043e-7
SELP,-1.8365907792493865,1.9032064955907846e-11,1.6367916328359028e-10
SPRY1,-1.8362766080648345,2.3406193927835936e-26,1.5206118555144764e-24
DEPP1,-1.8348323877926116,1.8351175232992304e-14,2.5206649980745857e-13
DCN,-1.8278785830674436,3.196403644855765e-15,5.030019811012795e-14
RASD1,-1.81980983818772,4.67233542658856e-12,4.3818213457850504e-11
TRMT9B,-1.8187967509232992,2.31785485989351e-14,3.1344830489277213e-13
GIMAP8,-1.8179079691964481,2.926521280497968e-30,3.561835710378223e-28
CAT,-1.816998207788232,6.556814724555764e-28,5.628908355053899e-26
ALPK3,-1.8123421868904637,1.7791736137027574e-14,2.450824397672208e-13
PER1,-1.8098547263820006,9.1261446202768e-21,3.0153910832976435e-19
TEK,-1.8077320106691488,7.717088250399095e-22,2.887151888232969e-20
TYRO3,-1.8074065543084112,2.5491651275739696e-15,4.0647135491913296e-14
CALB2,-1.8073078697445848,2.881154923241191e-7,1.1629850792176342e-6
TXNIP,-1.8067983253183546,3.891134256336371e-26,2.3982856329919364e-24
ROBO4,-1.8043615884028437,4.3482938095265784e-29,4.31019020397918e-27
PLPP3,-1.800831263106625,3.9618703053283885e-33,7.054330182543047e-31
SYNPO,-1.7967059390221147,6.576890272973738e-19,1.7230735687913486e-17
TACR1,-1.7955527939829865,1.7682840464845318e-8,8.981537827231259e-8
NGFR,-1.7947796244002423,7.807039759704708e-12,7.088261311573254e-11
NPR3,-1.7930439956948812,7.875275520231688e-8,3.5466404743338493e-7
PPP1R12B,-1.7916487571720832,2.203973080042524e-27,1.7089678358555539e-25
TRABD2B,-1.7907976140378996,1.9915228060079144e-14,2.716098124789517e-13
ACO1,-1.7893746131975843,6.148275174961293e-22,2.345859754256065e-20
PROS1,-1.789369498255974,5.690262862924188e-26,3.4409985803154756e-24
PLA2G4A,-1.788457080228479,7.861038374382785e-16,1.3425201415575574e-14
KCTD14,-1.7841517191597827,4.934416269028279e-10,3.3085364314300487e-9
TMEM273,-1.7810448024434187,2.4261976156650666e-22,9.842991592666505e-21
JCHAIN,-1.779184743380189,7.09091192003938e-6,2.216486284498655e-5
APCDD1L,-1.7764477269242085,6.473434081192264e-8,2.956867871290433e-7
FERMT2,-1.7761948913417636,7.046503370891772e-22,2.6674066894143458e-20
GABRE,-1.7733290702182904,2.682406727828425e-7,1.0891613466245905e-6
CSRNP1,-1.7707189671688046,8.200418802457608e-24,4.0023871464786753e-22
PEAR1,-1.7683719668246294,2.4874864791164624e-23,1.1781863298869353e-21
CACHD1,-1.7679227162264723,2.0066304835070557e-19,5.75932898475234e-18
MUC15,-1.766838270215898,2.1598816516472222e-05,6.158737271823263e-5
SLC34A2,-1.7652231284142392,4.108967554633975e-5,1.1166671947852012e-4
STARD9,-1.765097472578512,1.4715835800904232e-24,7.86070895698301e-23
SSPN,-1.763371771080476,4.172658118184965e-30,4.95309972917882e-28
CAVIN1,-1.760765859384961,1.7428041960793546e-24,9.207177112803843e-23
WIF1,-1.7536600753067233,9.708552257079944e-4,0.0020192024648891123
CNRIP1,-1.7515728572564717,3.1765442922427277e-22,1.2568919082269064e-20
AVPR1A,-1.7496259379838777,3.147405281602052e-18,7.719974944541768e-17
NSG1,-1.7468078574235473,2.442841084934347e-8,1.2088222348325403e-7
MAP7D3,-1.7457587742653142,9.629949996775413e-18,2.2419363007020723e-16
MAPK10,-1.7396095608023827,1.6809911492931249e-10,1.2300403272795581e-9
MRC1,-1.7386331790654306,6.918386394395149e-11,5.373205588215619e-10
SOSTDC1,-1.7374042950594046,1.7051140529772067e-5,4.957566259260914e-5
CEBPA,-1.734673655116238,3.8266744803948655e-12,3.6411295655803664e-11
AKR1C3,-1.7308572629370136,1.6209364073966724e-10,1.1888103399785663e-9
CRYBG3,-1.723813012233976,2.8469742994600163e-13,3.282213176176026e-12
ARHGEF15,-1.720619960212243,2.0975532211726523e-24,1.0960855555203834e-22
EPHB1,-1.7152351894933455,9.83132359666049e-10,6.198568943074794e-9
CDKN1C,-1.714678271824713,3.115694369977177e-16,5.7170613296432365e-15
PRELP,-1.7136162937708246,1.6642412834139136e-10,1.2187113434900822e-9
ADGRL4,-1.7113367960219452,3.2453029522616136e-25,1.8355051697644364e-23
WASF3,-1.7078887912419694,7.37208118889567e-14,9.277822072150768e-13
PTGIS,-1.7060428658722844,6.936481739591507e-13,7.410474658463594e-12
DAAM2,-1.7047582656161282,1.3999939316777364e-20,4.517094514456858e-19
ADAMTSL4,-1.702338557548009,3.4526482116757516e-16,6.275465511391748e-15
ANTXR2,-1.7015199438944828,1.0455659239889952e-21,3.88151210778154e-20
MFAP5,-1.6984566031768504,2.2572092981223514e-9,1.3322938859083124e-8
EMP1,-1.697839441713477,9.657358817914984e-20,2.8659106492053263e-18
CEP112,-1.690271370520535,7.159369828675883e-24,3.548316541377248e-22
ARL4A,-1.6886373473663192,4.852342004144704e-18,1.1634730266795842e-16
SH3BGRL2,-1.6885445869115023,1.1414335277153425e-21,4.221108988070392e-20
NCALD,-1.6869435785109501,4.145832367802556e-15,6.337389223596436e-14
ANGPTL2,-1.686135767582617,9.702584603896772e-18,2.253390119962982e-16
CPM,-1.6848948937905226,5.3096961304500945e-11,4.2122713114090477e-10
FGF7,-1.682660358223107,1.008476885854638e-14,1.4669448195903696e-13
NMT2,-1.6771980628873084,2.0571403077603654e-21,7.24520295205711e-20
C2orf88,-1.6766425804984468,2.101961355522138e-10,1.5059879607559878e-9
MT1X,-1.676189807631574,2.2697345324881078e-15,3.640845885468984e-14
PTPRB,-1.6751683054288247,3.5416537812007095e-21,1.2338043879074212e-19
SPTBN1,-1.6725189159828553,9.451026730672378e-23,4.130528273427951e-21
CFL2,-1.6652250863781932,1.1204219810473622e-25,6.649911943068141e-24
F8,-1.6636865972356463,2.3141488340446108e-26,1.5136422475740772e-24
CLIP4,-1.6597708154163586,3.3871749955905115e-13,3.8496084613005636e-12
NTRK3,-1.6577155697208978,1.034963736872028e-8,5.485764239263809e-8
KANK1,-1.6449143667439008,3.753850104951627e-21,1.2983190201118667e-19
MSRB3,-1.6419635538907438,7.281926799559347e-21,2.439572340688611e-19
TAT,-1.6417291687456272,0.001078688823159287,0.0022218494075999452
CHST9,-1.6383909207738296,1.8821522840623855e-5,5.4263550858350334e-5
PCDH18,-1.6379267832820439,4.657105918714902e-16,8.231263494199225e-15
NDN,-1.636041642718535,5.984145325889734e-16,1.0367127442960323e-14
P3H2,-1.6322114685521172,5.518419507471663e-16,9.594865020676319e-15
FOXO1,-1.6297117793465976,4.619399213791996e-22,1.7909485258310504e-20
NR3C2,-1.627905721723599,1.690132648969278e-14,2.3620095086976177e-13
PLPP1,-1.6268418747457538,8.57557600189454e-27,5.931954191238562e-25
ROBO3,-1.6263845220654027,1.9152973546326436e-17,4.302706557194595e-16
EGFLAM,-1.6263165662186814,1.1934362749595375e-22,5.099951014993757e-21
FOLR2,-1.6246348050088084,8.435963873685388e-11,6.437443860752778e-10
TMEM47,-1.6244478215419569,3.9408491688411505e-18,9.544399183478001e-17
GPR34,-1.6240166286822526,1.1852298260577184e-17,2.7328500665575446e-16
SPARCL1,-1.6238819407988347,1.399792736847988e-22,5.9290780461644945e-21
KCNJ2,-1.62349446096596,9.969139168533322e-18,2.30971742422766e-16
LOXL4,-1.6226361908271807,2.9767474994663185e-9,1.7218135494718148e-8
SFRP1,-1.6198737941333277,5.645026424781847e-5,1.4985347618519452e-4
MAML2,-1.6172909210543487,3.840151106640256e-15,5.926653754469672e-14
LAMA2,-1.6164256933478116,5.290275600549389e-13,5.794896509696022e-12
GNAL,-1.61590959355048,5.465249832486508e-16,9.536910551607582e-15
EHD2,-1.611929719625265,3.3537129916257056e-19,9.401151724338531e-18
ALDH1A3,-1.6109538194481026,2.8228119035460883e-11,2.3539754078573844e-10
VSIR,-1.6089437564199787,1.0212320161004932e-22,4.443052413939476e-21
IRX1,-1.608345697299704,4.207212467946448e-6,1.3768668440879883e-5
FDCSP,-1.6077242816852244,0.0011003826107794058,0.002264593065634415
CELF2,-1.6012579982515909,1.3289951423868202e-14,1.8930797472665593e-13
ATP13A5,-1.6010216970108626,8.658799248543908e-5,2.2177505267647756e-4
KCTD12,-1.6008025988723675,6.0205406541692856e-27,4.284246603386395e-25
IRAK3,-1.5985455381617035,1.4702045593499214e-13,1.751674948965241e-12
CLDN8,-1.5935453825833845,3.1011122728193803e-5,8.620177653413803e-5
CAPN6,-1.5922176032102746,9.54376576528357e-6,2.915897929240595e-5
COL4A6,-1.5885930943351914,8.420125616162265e-8,3.774336027944064e-7
MET,-1.5880678399807655,3.414763321416034e-13,3.87638126746342e-12
C7,-1.5863456269626213,2.9372236146764126e-5,8.193038890372412e-5
AFAP1L1,-1.5861123111268942,7.082765957117965e-20,2.166390217305396e-18
GIMAP6,-1.5857149060289721,7.562864892504794e-23,3.382183532159702e-21
KLK5,-1.5839414256815831,7.381495230000248e-4,0.0015792851944025899
ERG,-1.5826111726416172,1.0946261668267744e-25,6.5371618596518235e-24
EPB41L2,-1.5820221622832265,2.965404034146035e-23,1.3976646955055944e-21
C1QTNF1,-1.5803681619677634,4.520584477290707e-12,4.25459729156532e-11
LAMB3,-1.5795005961499484,5.7896529757212385e-10,3.831212206576718e-9
CYRIA,-1.5792740356499004,3.700026165561594e-21,1.2843231618005319e-19
RECK,-1.5789091264259791,3.0249380855889514e-18,7.438562581314007e-17
CREB5,-1.577796364217838,8.937504479379367e-14,1.1116960616977052e-12
PDLIM3,-1.5760820394325228,1.3766088023296755e-14,1.9551098425996795e-13
PECAM1,-1.5756921064326948,1.2848097770623664e-24,6.901366484052879e-23
VGLL3,-1.5747524312126362,1.3829089012338106e-11,1.217643689135814e-10
CCN1,-1.5745317820694473,1.1906502477978733e-12,1.223087834676982e-11
CDH5,-1.5743212061826442,2.9240393572579286e-22,1.1763447037671541e-20
PCSK5,-1.5697049674822439,7.392645183503058e-15,1.0918630328630091e-13
PLAGL1,-1.5653513238495407,1.4415481989097047e-15,2.4063343632841685e-14
FAT4,-1.560496828324307,1.1293548119182242e-14,1.6255608557775038e-13
EEPD1,-1.5556872806499227,1.6000274016817065e-22,6.6888102031172205e-21
LAMA3,-1.5551087049000587,7.326363995572687e-11,5.648996777660897e-10
CDC14B,-1.5535040310346047,1.9279166146860383e-19,5.54997552401385e-18
MAP3K20,-1.5528587893574723,9.225760611442346e-17,1.8753845302118006e-15
RHOJ,-1.5509954504405379,3.011699785367994e-27,2.236452381737922e-25
EDN1,-1.5507231365746408,1.6248642491617123e-11,1.4075515620692774e-10
TMTC1,-1.5499466136861815,8.298400099318525e-10,5.315730643234351e-9
NATD1,-1.5430421494413964,4.9857802865319685e-23,2.2827751169049942e-21
ANXA3,-1.5363097547109454,4.0170317005171436e-13,4.527990597945174e-12
LTBP4,-1.5341769241006091,4.811030416812055e-19,1.3030438720464199e-17
ACSS2,-1.5292119010459535,8.359200158369288e-25,4.5666880410636763e-23
CCDC80,-1.5232457522791651,1.1243161087815428e-9,7.0151196534292885e-9
RGCC,-1.522499606405704,3.1219301194840295e-23,1.4642613706750705e-21
STAT5A,-1.5203924500714365,4.928006033999656e-21,1.6983074558031074e-19
GIMAP7,-1.5169004451494643,2.009667143126251e-17,4.472904995638635e-16
LARP6,-1.5155323105554346,8.45391460635419e-15,1.2372053111125651e-13
DPP4,-1.508935093508205,9.973098235236935e-11,7.550499175732529e-10
XDH,-1.5085746537391547,1.1849275647100144e-5,3.5525658043925126e-5
CCL2,-1.508371579022286,3.8718488896612017e-11,3.1549005994993605e-10
TNS4,-1.5078224954183999,1.2276617742277605e-6,4.440920977878073e-6
PTCHD1,-1.5065478149956604,2.3306655305118062e-4,5.502259021946332e-4
RARRES1,-1.5049956478031885,8.946439681434747e-10,5.7004650455265145e-9
RNF157,-1.5047743991333873,5.9338949428518177e-8,2.7285700562180886e-7
GPM6B,-1.497260925183167,2.8844284332477697e-10,2.0082389127934328e-9
PTPRM,-1.495134208181507,5.344163094192728e-21,1.8221322039242225e-19
SCGB3A1,-1.4943679737694324,4.5174756053979086e-4,0.001011540008055447
SLC6A14,-1.4861894641774878,0.001129330805318876,0.002319699998534713
GRK3,-1.485515928224627,4.44492080093536e-16,7.929111966789145e-15
ACTA2,-1.4845148243677002,4.56757639463879e-16,8.11779057938114e-15
DLC1,-1.4828580385058705,1.7467517673757736e-14,2.4270257577049227e-13
PTPN14,-1.480344422951325,2.734760336792198e-19,7.71106177074985e-18
CRIM1,-1.4803033586996304,2.5831069857067777e-19,7.30487460810902e-18
OSR1,-1.4801576645315684,2.4043185439612363e-6,8.232736039952737e-6
ALOX15B,-1.4801409270871955,3.3322375967451774e-4,7.653957117225247e-4
RHOQ,-1.4788642429305048,3.88169186660959e-19,1.066356208498606e-17
AIFM2,-1.4761880790940458,4.14315016595569e-14,5.419916849750198e-13
TLN2,-1.474408690463344,9.474558027482586e-17,1.9218961062077017e-15
CYP26B1,-1.471124353037888,4.1111277011310486e-7,1.6186934007524584e-6
KLF9,-1.468158606220627,1.3642410063968899e-18,3.4338160409701825e-17
AASS,-1.465956912414244,8.190746567268594e-13,8.574045514190274e-12
FLRT2,-1.4639202793292307,6.930107186699169e-11,5.373627467751009e-10
PPP1R14A,-1.4624564646138383,7.161010909118773e-8,3.2488969432797385e-7
TLR4,-1.4622893910420744,6.9925308791874995e-19,1.8220375177069867e-17
IGF2,-1.46124748891754,1.0207325759142293e-10,7.715679023125248e-10
PDE8B,-1.4598704378907836,1.6846394994419062e-12,1.6855160028235098e-11
C2CD2,-1.4596964035751872,3.884539167573067e-15,5.975975055394407e-14
CCN5,-1.4596334502358501,1.0619175607262417e-6,3.894102725546458e-6
EGF,-1.459450219385438,1.0444231110156991e-6,3.834336850865195e-6
PRUNE2,-1.4579132717409247,6.593128163951654e-11,5.149709772249809e-10
MOB3B,-1.457903112733049,2.133669710289692e-14,2.897631958253586e-13
FHOD3,-1.4559794385150953,2.42642390420119e-13,2.8244631766216033e-12
FAT2,-1.4556935230978647,3.695214291010545e-5,1.0151761601695617e-4
METTL7A,-1.453936561938979,2.8892742489070017e-21,1.0138821862496652e-19
COL14A1,-1.4526018425333451,1.102313286010502e-9,6.88677208901298e-9
FLNC,-1.4516568881777892,3.168692682007693e-11,2.615191428111929e-10
ECHDC3,-1.4452959096340463,4.1382915872083093e-13,4.626706233838127e-12
KLF2,-1.4417064746684665,1.5496421318737703e-14,2.1751546128417957e-13
CD248,-1.4413117181504187,1.2908735711517157e-13,1.5573085805048617e-12
UGT2B11,-1.4409554357450125,0.018388375777290845,0.02956098195931307
TFPI,-1.4401958370732153,3.033465271485167e-10,2.0998393509956718e-9
OLFM4,-1.43852735055361,0.004143884997041093,0.007551867417401643
DNAJB4,-1.438227900049666,3.329635150301602e-24,1.6849706300078896e-22
VLDLR,-1.437655952995123,4.6234151565001275e-11,3.713795883855366e-10
NR3C1,-1.4299276335997522,3.3837776916796313e-19,9.457855379505714e-18
PRNP,-1.426461974522314,1.2838333105772107e-18,3.239910047559024e-17
TMPRSS2,-1.4263120537991343,9.873974631212552e-7,3.638875664205009e-6
RHOU,-1.4246364004204046,5.501618990752627e-16,9.58298307900118e-15
ITSN1,-1.424396471618559,1.0583062017960051e-16,2.137734060980796e-15
KLK6,-1.4228463661416826,7.85922720126125e-4,0.0016721945018837554
TINAGL1,-1.4225769435744764,8.080337979662643e-13,8.47245907027877e-12
RETSAT,-1.4176987323238728,1.8301683848588375e-15,2.9977971073965455e-14
SAMD4A,-1.4172440353614872,3.351543509592406e-15,5.248386131063678e-14
VIM,-1.4170839528681423,1.1523645251100197e-15,1.9336797397788553e-14
LAMA1,-1.4159800396108841,2.9487885157921626e-9,1.7079880469482916e-8
CCDC8,-1.4143677855302503,2.7063621885465322e-8,1.3269593290604238e-7
ADCY4,-1.4096260276013082,1.1311513595104586e-14,1.625713052569964e-13
CFI,-1.4089016721248957,1.1459761265235748e-15,1.9263217581335967e-14
AKR1C2,-1.4017493501995313,0.0014647100290343799,0.0029339972769094917
WLS,-1.4008740607335235,5.3077364340914136e-14,6.795457498507183e-13
SMIM3,-1.3978472542912452,1.5543533814631907e-13,1.845075032440565e-12
AMOTL2,-1.3961147822382856,3.4575682942812234e-20,1.075874406133138e-18
ZEB2,-1.3920090916332735,1.7123227199670322e-14,2.389547598328449e-13
RGL1,-1.3917095021698251,3.9541245821865656e-23,1.8366622153489772e-21
PLA2G2A,-1.3890933715096048,0.0013188395425180691,0.0026656805132039595
PTGER4,-1.3884386552999628,2.2719787116811136e-15,3.640845885468984e-14
IL11RA,-1.387751378736682,1.4494243878446983e-22,6.0856836197060154e-21
TNS2,-1.3859252367446724,1.073056941367843e-17,2.480154445012454e-16
PTGDS,-1.3856663197270365,1.285761381857469e-7,5.561221631380821e-7
AMOTL1,-1.3850546244274926,1.1211829389635076e-15,1.8879464024753284e-14
ITGA9,-1.3840638539239039,3.080902812175863e-21,1.0771956559662153e-19
ALPL,-1.3815406934214804,7.924326087712742e-11,6.080797712159458e-10
RUNX1T1,-1.3795842455926748,1.2799658343097407e-11,1.1332294196029611e-10
GABARAPL1,-1.3775700750750302,7.545328545800024e-21,2.519039373884279e-19
MAFF,-1.374779179454618,2.2096964415372424e-15,3.552881485849597e-14
AGPAT2,-1.3746918633516947,8.810196485114828e-9,4.7376979420793664e-8
CD302,-1.373763086819827,8.989779899476135e-15,1.3136281722410796e-13
RNASE1,-1.3723653843961356,2.0521106628974408e-11,1.756994125000792e-10
FOXN3,-1.3722279505055448,3.892424665047321e-18,9.450925038997473e-17
LAMA4,-1.371052292100358,4.1141703866914057e-13,4.610460171099985e-12
SGK1,-1.3680535152962696,1.9871453992594904e-18,4.937055042346253e-17
CFH,-1.3666718099838935,4.4360239611111936e-11,3.5782189921211517e-10
PNPLA2,-1.3645604149184198,2.793447414192392e-12,2.7048335234098538e-11
GBE1,-1.3638880203044133,1.525993194815855e-13,1.8158941297220847e-12
FGL2,-1.362124643475969,6.9618223748716046e-15,1.0361907451144038e-13
HBEGF,-1.3592052820042417,5.626253874620508e-13,6.091940428432004e-12
LRP1,-1.356982797016592,1.0353413347759798e-12,1.071534473041084e-11
TLCD2,-1.3566539878211956,2.2353813865870224e-11,1.8970160663754828e-10
JUN,-1.3558951667701733,2.2380901922979386e-13,2.621100755048073e-12
SEMA5A,-1.3523732329764842,9.165977586286943e-11,6.972379311087734e-10
PC,-1.352181548716267,5.823894304453573e-10,3.851220339568164e-9
PGM1,-1.349941169543513,3.3342532468443104e-14,4.4158188661719074e-13
PPARA,-1.3473611430776917,2.5281362759487655e-14,3.404486035468821e-13
FMOD,-1.342704310009623,3.309400295751494e-11,2.724305123600224e-10
PDGFRA,-1.3420978392375122,3.8881726753179475e-12,3.6941482483381486e-11
PDGFA,-1.3396895115342151,4.685883160827273e-16,8.266929649789765e-15
RND3,-1.3383588318033999,1.032086959209099e-13,1.2706166597689485e-12
SERPING1,-1.33777897459972,2.1238377475175425e-16,4.035711451063473e-15
GIMAP1,-1.3361321376031694,2.830078375796586e-15,4.482900096092945e-14
PLEKHH2,-1.33607072418171,3.101389985708085e-8,1.4977330342834373e-7
ANO6,-1.3318433335537376,9.110027513766011e-17,1.8557820878148348e-15
CYGB,-1.3315154622034218,1.969026873723254e-13,2.3116231246457983e-12
TAGLN,-1.3268347398992333,1.1664261173847707e-13,1.4232470962759607e-12
GRAMD2B,-1.325379357747364,3.691131824571591e-15,5.728096085343582e-14
C3,-1.3250267001034723,1.160538739018862e-11,1.0322460662041034e-10
GPRC5B,-1.3233446507216,1.0680064005189482e-16,2.1528053545051756e-15
SEMA6D,-1.3230606428875633,1.7937144611570685e-7,7.5642826947479e-7
NPR2,-1.3206153616420286,4.168679661286174e-15,6.3621991973439e-14
KRT5,-1.3190551986891796,0.0013597010742372954,0.0027413558038984266
A2M,-1.3185142059291384,7.273230008395785e-24,3.584958122881757e-22
TENM2,-1.3178020338485374,1.875234247862104e-5,5.409654153373577e-5
SLC1A3,-1.3159071262892583,6.654703033109287e-10,4.346805004303383e-9
ZCCHC24,-1.3140810066334336,2.9292784011605473e-15,4.6324032610458325e-14
CDH13,-1.3134771492096338,2.985772931930824e-14,3.9707063264889177e-13
HSD17B11,-1.3114218146669578,1.7014013336195712e-16,3.2717947645504355e-15
BOC,-1.3111632987157964,5.57531659549349e-10,3.7072385245968124e-9
LPCAT2,-1.3101645957989105,7.510910697427188e-20,2.2781516200555965e-18
CLEC14A,-1.3085099484148044,6.554278486169911e-18,1.540816323826985e-16
MDFIC,-1.307005999093892,3.478542898485436e-18,8.488880702776008e-17
DUSP6,-1.3067157950038888,4.521597385631667e-13,5.008658855166875e-12
CPAMD8,-1.3062991127767225,7.857336965239433e-8,3.54022000565966e-7
LGR6,-1.3059318857786144,1.331038459837962e-4,3.3052517539622947e-4
DSC3,-1.3057143401806488,4.449971089658295e-4,9.985113912007355e-4
FADS3,-1.3020506842109467,8.023080236369517e-13,8.42160660182237e-12
PIK3R1,-1.3009554792789608,1.6567255929616748e-17,3.76581952159019e-16
PLA2R1,-1.3001905483808995,5.0089507184243576e-17,1.0702458035033377e-15
TRIM29,-1.2994108240129854,3.695152755569235e-4,8.407215746521106e-4
F3,-1.2969404942228726,1.3824778484440647e-8,7.154211255538042e-8
SYNE1,-1.293512574811534,6.040337319164642e-17,1.2792476503032607e-15
MEIS2,-1.2928620728272961,9.270276482151143e-13,9.656956487094609e-12
RARRES2,-1.2923043422753795,2.7336614881688335e-8,1.3382971083881536e-7
RAPGEF3,-1.2897249394737298,8.539818643441775e-12,7.709892606262224e-11
DIXDC1,-1.2883163705411238,7.255703076840168e-19,1.8855022995626546e-17
IL17RD,-1.2877540783948564,1.45052654228673e-10,1.0711837714352463e-9
OLFML1,-1.2864673551636507,1.8338551352370698e-12,1.8196612100417363e-11
DPYSL2,-1.2858251161338203,8.226665751308716e-21,2.737003155668973e-19
EMILIN2,-1.2839796120934062,1.9014699611919124e-12,1.882866496072115e-11
RASIP1,-1.2837938670004045,7.229142719072745e-17,1.504506650300529e-15
PKD2,-1.2824805808728637,2.7407359624041486e-18,6.756968276542536e-17
PELI2,-1.2803572659886482,7.045884067637333e-11,5.458998816304026e-10
RASGRF2,-1.2792538124288557,1.3093152973270548e-10,9.743859584984236e-10
LAMC2,-1.2769484477832633,2.8047770600246766e-6,9.499095256124433e-6
CYP2U1,-1.2757852239393332,2.1787857479625422e-20,6.913869625960344e-19
NOTCH4,-1.275749703207735,1.929570293937815e-18,4.806429631143029e-17
KLF10,-1.2750756886547452,3.6139946497558496e-19,1.0013993820577087e-17
CLIC2,-1.2739851937388702,2.3583569903665906e-17,5.224793194095568e-16
ATP13A4,-1.2718340679509896,6.057041763561634e-4,0.0013158259502179192
RNF125,-1.2712182586276284,1.7593906576184126e-14,2.4398572669926103e-13
TACC1,-1.270327107144073,1.0696987280637163e-8,5.6574000386868165e-8
CALCRL,-1.2702582463321952,2.615768934381022e-9,1.5233566507615705e-8
BHLHE41,-1.2691009654698473,5.510102378405486e-13,5.986399363657486e-12
ZC3H12C,-1.2653885623874928,5.011588571251076e-11,3.988942393425422e-10
RIC3,-1.2639961238123016,7.037579411905994e-5,1.831294344938461e-4
UTRN,-1.2620969358442218,1.9805458849179882e-16,3.785874489758739e-15
GUCY1A1,-1.2620665875335433,4.3910859247134173e-13,4.880958516314394e-12
QKI,-1.2586479260424301,1.239011794372757e-16,2.466480000599184e-15
IQCN,-1.2563099788690628,2.4136043653659558e-9,1.418508922554625e-8
PPP1R16B,-1.2549749378652464,2.17528487420342e-7,8.961167123164475e-7
MYL9,-1.2540828203470349,3.704536698070425e-13,4.1904847472878986e-12
TLE4,-1.2531201628956978,3.2039381806957866e-13,3.66367185082452e-12
ADGRA2,-1.2502504262089356,2.5432498045236193e-12,2.4825732863446293e-11
ID4,-1.2481991521481206,4.110125015439238e-5,1.1166671947852012e-4
ADD3,-1.2470082627632066,1.5891244966030059e-12,1.5932671569174036e-11
SNCG,-1.2448236518618068,6.226772927933578e-5,1.6371457944238817e-4
DPYD,-1.2436525809844667,2.9806151541089963e-16,5.500693801680999e-15
RRAGD,-1.2433325993022604,2.9780300912861448e-9,1.7218135494718148e-8
ID1,-1.2376063707726814,2.4186959907508948e-9,1.4206329841826423e-8
VSTM4,-1.2357918891532387,5.992436016688489e-10,3.951801941046627e-9
ARHGAP10,-1.2357361147039212,3.6241534716923544e-14,4.773456935660546e-13
ARID5B,-1.2348561951577142,1.2507085939379447e-17,2.875045082414144e-16
NTN4,-1.233818704306277,8.998557542939309e-7,3.3290161898946307e-6
CBX7,-1.2336969681888121,3.831998125855104e-16,6.899749434475061e-15
